"concept_id","concept_name","concept_code","survey_name","survey_concept_id","count_value","sub","path","is_parent_question","generate_counts","question_order_number","question_string"
1384478,"Are you currently prescribed medications and/or receiving treatment for Other arthritis?","SkeletalMuscular_RxMedsforOtherArthritis","Personal Medical History",43529712,0,1,"43528757.1384452.1384478",1,1,7," Skip|Rx Meds for Other Arthritis: No|Rx Meds for Other Arthritis: Yes"
1384479,"About how old were you when you were first told you had Rheumatoid arthritis?","SkeletalMuscular_HowOldWereYouRheumatoidArthritis","Personal Medical History",43529712,0,1,"43528757.1384653.1384479",1,1,7,"How Old Were You Rheumatoid Arthritis: Elderly|How Old Were You Rheumatoid Arthritis: Adult|How Old Were You Rheumatoid Arthritis: Older Adult|How Old Were You Rheumatoid Arthritis: Adolescent| Skip|How Old Were You Rheumatoid Arthritis: Child"
1384480,"Are you still seeing a doctor or health care provider for Drug use disorder?","MentalHealth_DrugUseDisorderCurrently","Personal Medical History",43529712,0,1,"1384495.1384413.1384480",1,1,11,"Drug Use Disorder Currently: No|Drug Use Disorder Currently: Yes| Skip"
1384482,"Are you currently prescribed medications and/or receiving treatment for Cerebral palsy?","NervousSystem_RxMedsforCerebralPalsy","Personal Medical History",43529712,0,1,"1384526.1384415.1384482",1,1,10,"Rx Meds for Cerebral Palsy: No|Rx Meds for Cerebral Palsy: Yes"
1384483,"Are you still seeing a doctor or health care provider for Ovarian cancer?","Cancer_OvarianCancerCurrently","Personal Medical History",43529712,0,1,"43528760.1384488.1384483",1,1,3,"Ovarian Cancer Currently: Yes|Ovarian Cancer Currently: No| Skip"
1384486,"Are you currently prescribed medications and/or receiving treatment for Autism spectrum disorder?","MentalHealth_RxMedsforAutism","Personal Medical History",43529712,0,1,"1384495.1384458.1384486",1,1,11,"Rx Meds for Autism: Yes|Rx Meds for Autism: No"
1384487,"Has a doctor or health care provider ever told you that you have or had any of the following Kidney conditions?  (select all that apply)","Kidney_KidneyConditions","Personal Medical History",43529712,0,0,1384487,1,1,6,"Kidney Conditions: Kidney Without Dialysis|Kidney Conditions: Other Kidney Condition| Skip|Kidney Conditions: Kidney Stones|Kidney Conditions: Acute Kidney No Dialysis|Kidney Conditions: Kidney With Dialysis|Kidney Conditions: No Kidney Condition"
1384488,"Cancer Conditions: Ovarian Cancer","CancerConditions_OvarianCancer","Family Medical History",43528698,20,1,"43528515.1384488.1384488",0,0,0,"Sibling Cancer Condition: Ovarian Cancer|Daughter Cancer Condition: Ovarian Cancer|Grandparent Cancer Condition: Ovarian Cancer|Mother Cancer Condition: Ovarian Cancer"
1384489,"Are you still seeing a doctor or health care provider for Other infectious disease?","InfectiousDiseases_OtherInfectiousDiseaseCurrently","Personal Medical History",43529712,0,1,"1384662.1384484.1384489",1,1,9," Skip|Other Infectious Disease Currently: Yes|Other Infectious Disease Currently: No"
1384490,"Are you still seeing a doctor or health care provider for Alcohol use disorder?","MentalHealth_AlcoholDisorderCurrently","Personal Medical History",43529712,0,1,"1384495.1384600.1384490",1,1,11," Skip|Alcohol Or Drug Currently: Yes|Alcohol Or Drug Currently: No"
1384492,"About how old were you when you were first told you had Zika virus?","InfectiousDiseases_HowOldWereYouZikaVirus","Personal Medical History",43529712,0,1,"1384662.1384527.1384492",1,1,9,"How Old Were You Zika Virus: Adult| Skip"
1384493,"Are you still seeing a doctor or health care provider for Other kidney condition?","Kidney_OtherKidneyConditionCurrently","Personal Medical History",43529712,0,1,"1384487.1384646.1384493",1,1,6," Skip|Other Kidney Condition Currently: Yes|Other Kidney Condition Currently: No"
1384494,"About how old were you when you were first told you had Celiac disease?","Digestive_HowOldWereYouCeliacDisease","Personal Medical History",43529712,0,1,"1384390.1384519.1384494",1,1,4,"How Old Were You Celiac Disease: Older Adult|How Old Were You Celiac Disease: Elderly|How Old Were You Celiac Disease: Child|How Old Were You Celiac Disease: Adolescent|How Old Were You Celiac Disease: Adult"
1384495,"Has a doctor or health care provider ever told you that you have or had any of the following Mental health and substance use conditions? (select all that apply)","MentalHealth_MentalHealthCondition","Personal Medical History",43529712,0,0,1384495,1,1,11,"Mental Health Condition: Anxiety| Skip|Mental Health Condition: Social Phobia|Mental Health Condition: Bipolar|Mental Health Condition: ADHD|Mental Health Condition: Drug Use|Mental Health Condition: Schizophrenia|Mental Health Condition: Alcohol Use|Mental Health Condition: Autism Spectrum|Mental Health Condition: Other Mental Health Substance Use|Mental Health Condition: Depression|Mental Health Condition: Eating Disorder|Mental Health Condition: PTSD|Mental Health Condition: Personality Disorder|Mental Health Condition: No Mental Health Substance Use"
1384497,"Circulatory Conditions: Coronary Artery","CirculatoryConditions_CoronaryArtery","Family Medical History",43528698,20,1,"1384639.1384497.1384497",0,0,0,"Sibling Circulatory Condition: Coronary Artery Heart Disease|Grandparent Circulatory Condition: Coronary Artery Heart Disease|Mother Circulatory Condition: Coronary Artery Heart Disease|Daughter Circulatory Condition: Coronary Artery Heart Disease|Son Circulatory Condition: Coronary Artery Heart Disease|Father Circulatory Condition: Coronary Artery Heart Disease"
1384501,"Are you still seeing a doctor or health care provider for PCOS (polycystic ovarian syndrome)?","Other_PCOSCurrently","Personal Medical History",43529712,0,1,"1384430.1384618.1384501",1,1,12,"PCOS Currently: No|PCOS Currently: Yes| Skip"
1384505,"Are you currently prescribed medications and/or receiving treatment for Shingles?","InfectiousDiseases_RxMedsforShingles","Personal Medical History",43529712,0,1,"1384662.1384610.1384505",1,1,9," Skip|Rx Meds for Shingles: No|Rx Meds for Shingles: Yes"
1384506,"Are you still seeing a doctor or health care provider for Hepatitis B?","InfectiousDiseases_HepatitisBCurrently","Personal Medical History",43529712,0,1,"1384662.1384429.1384506",1,1,9,"Hepatitis B Currently: No|Hepatitis B Currently: Yes| Skip"
1384507,"Are you currently prescribed medications and/or receiving treatment for PCOS (polycystic ovarian syndrome)?","Other_RxMedsforPCOS","Personal Medical History",43529712,0,1,"1384430.1384618.1384507",1,1,12,"Rx Meds for PCOS: No| Skip|Rx Meds for PCOS: Yes"
1384509,"About how old were you when you were first told you had PCOS (polycystic ovarian syndrome)?","Other_HowOldWereYouPCOS","Personal Medical History",43529712,0,1,"1384430.1384618.1384509",1,1,12,"How Old Were You PCOS: Older Adult|How Old Were You PCOS: Adult|How Old Were You PCOS: Elderly|How Old Were You PCOS: Child|How Old Were You PCOS: Adolescent| Skip"
1384511,"Are you still seeing a doctor or health care provider for Shingles?","InfectiousDiseases_ShinglesCurrently","Personal Medical History",43529712,0,1,"1384662.1384610.1384511",1,1,9,"Shingles Currently: No|Shingles Currently: Yes| Skip"
1384513,"About how old were you when you were first told you had Pseudogout?","SkeletalMuscular_HowOldWereYouPseudogout","Personal Medical History",43529712,0,1,"43528757.1384422.1384513",1,1,7,"How Old Were You Pseudogout: Elderly|How Old Were You Pseudogout: Adult| Skip|How Old Were You Pseudogout: Older Adult|How Old Were You Pseudogout: Adolescent"
1384514,"About how old were you when you were first told you had Drug use disorder?","MentalHealth_HowOldWereYouDrugUseDisorder","Personal Medical History",43529712,0,1,"1384495.1384413.1384514",1,1,11,"How Old Were You Drug Use Disorder: Adult|How Old Were You Drug Use Disorder: Child| Skip|How Old Were You Drug Use Disorder: Adolescent|How Old Were You Drug Use Disorder: Older Adult"
1384517,"Are you currently prescribed medications and/or receiving treatment for Other infectious disease?","InfectiousDisease_RxOtherDisease","Personal Medical History",43529712,0,1,"1384662.1384484.1384517",1,1,9,"Rx Meds for Other Infectious Disease: Yes|Rx Meds for Other Infectious Disease: No| Skip"
1384518,"Are you currently prescribed medications and/or receiving treatment for Alcohol use disorder?","MentalHealth_RxMedsforAlcoholDisorder","Personal Medical History",43529712,0,1,"1384495.1384600.1384625",1,1,11,"Rx Meds for Alcohol Or Drug: Yes| Skip|Rx Meds for Alcohol Or Drug: No"
1384519,"Digestive System Conditions: Celiac Disease","DigestiveSystemConditions_CeliacDisease","Family Medical History",43528698,20,1,"43528634.1384519.1384519",0,0,0,"Mother Digestive Condition: Celiac Disease|Grandparent Digestive Condition: Celiac Disease|Sibling Digestive Condition: Celiac Disease|Daughter Digestive Condition: Celiac Disease|Son Digestive Condition: Celiac Disease|Father Digestive Condition: Celiac Disease"
1384522,"Has a doctor or health care provider ever told you that you have or had any of the following circulatory conditions? (select all that apply)","Circulatory_CirculatoryConditions","Personal Medical History",43529712,0,0,1384522,1,1,1,"Circulatory Conditions: High Cholesterol|Circulatory Conditions: Pulmonary Embolism|Circulatory Conditions: Bleeding Disorder| Skip|Circulatory Conditions: Heart Attack|Circulatory Conditions: Atrial Fibrillation|Circulatory Conditions: Anemia|Circulatory Conditions: Coronary Artery|Circulatory Conditions: Other Heartor Blood Condition|Circulatory Conditions: Hypertension|Circulatory Conditions: No Heartor Blood Condition|Circulatory Conditions: Transient Ischemic Attack|Circulatory Conditions: Congestive Heart Failure|Circulatory Conditions: Stroke|Circulatory Conditions: Sickle Cell Disease|Circulatory Conditions: Peripheral Vascular Disease|Circulatory Conditions: Heart Valve Disease"
1384526," Has a doctor or health care provider ever told you that you have or had any of the following Brain and nervous system conditions?","NervousSystem_NervousSystemCondition","Personal Medical History",43529712,0,0,1384526,1,1,10,"Nervous System Condition: Dementia|Nervous System Condition: Insomnia|Nervous System Condition: Spinal Cord Injury|Nervous System Condition: No Brain Nervous System|Nervous System Condition: Lou Gehrig's|Nervous System Condition: Narcolepsy|Nervous System Condition: Neuropathy|Nervous System Condition: Restless Leg Syndrome|Nervous System Condition: Parkinson's Disease|Nervous System Condition: Concussion|Nervous System Condition: Migraine|Nervous System Condition: Traumatic Brain Injury|Nervous System Condition: Memory Loss|Nervous System Condition: Epilepsy|Nervous System Condition: Multiple Sclerosis|Nervous System Condition: Chronic Fatigue|Nervous System Condition: Cerebral Palsy| Skip|Nervous System Condition: Muscular Dystrophy|Nervous System Condition: Other Brain Nervous System"
1384528,"Are you currently prescribed medications and/or receiving treatment for Other brain or nervous system condition?","NervousSystem_RxMedsforOtherBrainNervousSystem","Personal Medical History",43529712,0,1,"1384526.1384582.1384528",1,1,10,"Rx Meds for Other Brain or Nervous System: No| Skip|Rx Meds for Other Brain Nervous System: Yes"
1384529,"Are you currently prescribed medications and/or receiving treatment for Ovarian cancer?","Cancer_RxMedsforOvarianCancer","Personal Medical History",43529712,0,1,"43528760.1384488.1384529",1,1,3,"Rx Meds for Ovarian Cancer: No|Rx Meds for Ovarian Cancer: Yes| Skip"
1384530,"Are you still seeing a doctor or health care provider for Reactions to anesthesia (such as hyperthermia)?","Other_ReactionsAnesthesiaCurrently","Personal Medical History",43529712,0,1,"1384430.1384392.1384530",1,1,12,"Reactions Anesthesia Currently: Yes|Reactions Anesthesia Currently: No| Skip"
1384532,"Are you still seeing a doctor or health care provider for Prediabetes?","Endocrine_PrediabetesCurrently","Personal Medical History",43529712,0,1,"43528758.43529727.1384532",1,1,5," Skip|Prediabetes Currently: No|Prediabetes Currently: Yes"
1384535,"Are you currently prescribed medications and/or receiving treatment for Hepatitis A?","InfectiousDiseases_RxMedsforHepatitisA","Personal Medical History",43529712,0,1,"1384662.1384581.1384535",1,1,9," Skip|Rx Meds for Hepatitis A: No|Rx Meds for Hepatitis A: Yes"
1384537,"Are you still seeing a doctor or health care provider for Severe acute respiratory syndrome (SARS)?","InfectiousDiseases_SARSCurrently","Personal Medical History",43529712,0,1,"1384662.1384406.1384537",1,1,9,"SARS Currently: Yes|SARS Currently: No"
1384538,"Are you still seeing a doctor or health care provider for Other hormone/endocrine condition?","Endocrine_OtherHormone/EndocrineConditionCurrently","Personal Medical History",43529712,0,1,"43528758.1384666.1384538",1,1,5,"Other Hormone/ Endocrine Condition Currently: No| Skip|Other Hormone/ Endocrine Condition Currently: Yes"
1384539,"Are you still seeing a doctor or health care provider for Other mental health or substance use condition?","MentalHealth_OtherConditionCurrently","Personal Medical History",43529712,0,1,"1384495.1384549.1384539",1,1,11,"Other Mental Health Substance Use Currently: No|Other Mental Health Substance Use Currently: Yes| Skip"
1384540,"Are you currently prescribed medications and/or receiving treatment for Rheumatoid arthritis?","SkeletalMuscular_RxMedsforRheumatoidArthritis","Personal Medical History",43529712,0,1,"43528757.1384653.1384540",1,1,7," Skip|Rx Meds for Rheumatoid Arthritis: No|Rx Meds for Rheumatoid Arthritis: Yes"
1384542,"About how old were you when you were first told you had Fibroids?","Other_HowOldWereYouFibroids","Personal Medical History",43529712,0,1,"1384430.1384407.1384542",1,1,12," Skip|How Old Were You Fibroids: Adolescent|How Old Were You Fibroids: Adult|How Old Were You Fibroids: Older Adult|How Old Were You Fibroids: Elderly|How Old Were You Fibroids: Child"
1384543,"About how old were you when you were first told you had Prediabetes?","Endocrine_HowOldWereYouPrediabetes","Personal Medical History",43529712,0,1,"43528758.43529727.1384543",1,1,5,"How Old Were You Prediabetes: Elderly|How Old Were You Prediabetes: Older Adult|How Old Were You Prediabetes: Adolescent|How Old Were You Prediabetes: Adult|How Old Were You Prediabetes: Child| Skip"
1384548,"Digestive System Conditions: Irritable Bowel","DigestiveSystemConditions_IrritableBowel","Family Medical History",43528698,20,1,"43528634.1384548.1384548",0,0,0,"Grandparent Digestive Condition: Irritable Bowel Syndrome|Daughter Digestive Condition: Irritable Bowel Syndrome|Father Digestive Condition: Irritable Bowel Syndrome|Sibling Digestive Condition: Irritable Bowel Syndrome|Son Digestive Condition: Irritable Bowel Syndrome|Mother Digestive Condition: Irritable Bowel Syndrome"
1384552,"About how old were you when you were first told you had Dengue fever?","InfectiousDiseases_HowOldWereYouDengueFever","Personal Medical History",43529712,0,1,"1384662.1384454.1384552",1,1,9,"How Old Were You Dengue Fever: Child|How Old Were You Dengue Fever: Adolescent|How Old Were You Dengue Fever: Older Adult|How Old Were You Dengue Fever: Adult"
1384553,"Are you still seeing a doctor or health care provider for Chickenpox?","InfectiousDiseases_ChickenpoxCurrently","Personal Medical History",43529712,0,1,"1384662.1384578.1384553",1,1,9,"Chickenpox Currently: Yes|Chickenpox Currently: No| Skip"
1384554,"About how old were you when you were first told you had Astigmatism?","HearingVision_HowOldWereYouAstigmatism","Personal Medical History",43529712,0,1,"43528759.1384648.1384554",1,1,8," Skip|How Old Were You Astigmatism: Adolescent|How Old Were You Astigmatism: Adult|How Old Were You Astigmatism: Older Adult|How Old Were You Astigmatism: Child|How Old Were You Astigmatism: Elderly"
1384556,"Are you still seeing a doctor or health care provider for Other hearing or eye condition?","HearingVision_OtherHearingEyeConditionCurrently","Personal Medical History",43529712,0,1,"43528759.1384428.1384556",1,1,8," Skip|Other Hearing Eye Condition Currently: No|Other Hearing Eye Condition Currently: Yes"
1384557,"Mental Health Condition: Schizophrenia","MentalHealthCondition_Schizophrenia","Family Medical History",43528698,20,1,"43529217.1384557.1384557",0,0,0,"Son Mental Condition: Schizophrenia|Mother Mental Condition: Schizophrenia|Sibling Mental Condition: Schizophrenia|Grandparent Mental Condition: Schizophrenia|Daughter Mental Condition: Schizophrenia|Father Mental Condition: Schizophrenia"
1384560,"Are you still seeing a doctor or health care provider for Other brain or nervous system condition?","NervousSystem_OtherBrainNervousSystemCurrently","Personal Medical History",43529712,0,1,"1384526.1384582.1384560",1,1,10,"Other Brain Nervous System Currently: Yes| Skip|Other Brain Nervous System Currently: No"
1384566,"Are you currently prescribed medications and/or receiving treatment for Prediabetes?","Endocrine_RxMedsforPrediabetes","Personal Medical History",43529712,0,1,"43528758.43529727.1384566",1,1,5,"Rx Meds for Prediabetes: Yes|Rx Meds for Prediabetes: No| Skip"
1384567,"Respiratory Conditions: Chronic Lung","RespiratoryConditions_ChronicLung","Family Medical History",43528698,20,1,"43529767.1384567.1384567",0,0,0,"Sibling Respiratory Condition: Chronic Lung Disease|Son Respiratory Condition: Chronic Lung Disease|Father Respiratory Condition: Chronic Lung Disease|Daughter Respiratory Condition: Chronic Lung Disease|Grandparent Respiratory Condition: Chronic Lung Disease|Mother Respiratory Condition: Chronic Lung Disease"
1384569,"About how old were you when you were first told you had Reactions to anesthesia (such as hyperthermia)?","Other_HowOldWereYouReactionsAnesthesia","Personal Medical History",43529712,0,1,"1384430.1384392.1384569",1,1,12,"How Old Were You Reactions Anesthesia: Adult|How Old Were You Reactions Anesthesia: Elderly| Skip|How Old Were You Reactions Anesthesia: Child|How Old Were You Reactions Anesthesia: Adolescent|How Old Were You Reactions Anesthesia: Older Adult"
1384570,"Are you still seeing a doctor or health care provider for Astigmatism?","HearingVision_AstigmatismCurrently","Personal Medical History",43529712,0,1,"43528759.1384648.1384570",1,1,8," Skip|Astigmatism Currently: Yes|Astigmatism Currently: No"
1384572,"Are you currently prescribed medications and/or receiving treatment for Reactions to anesthesia (such as hyperthermia)?","Other_RxMedsforReactionsAnesthesia","Personal Medical History",43529712,0,1,"1384430.1384392.1384572",1,1,12,"Rx Meds for Reactions Anesthesia: No| Skip|Rx Meds for Reactions Anesthesia: Yes"
1384573,"About how old were you when you were first told you had Sexually transmitted infections (Gonorrhea, Syphilis, Chlamydia)?","InfectiousDiseases_HowOldWereYouSTIs","Personal Medical History",43529712,0,1,"1384662.1384453.1384573",1,1,9,"How Old Were You STIs: Child| Skip|How Old Were You STIs: Older Adult|How Old Were You STIs: Adolescent|How Old Were You STIs: Adult"
1384574,"About how old were you when you were first told you had Autism spectrum disorder?","MentalHealth_HowOldWereYouAutism","Personal Medical History",43529712,0,1,"1384495.1384458.1384574",1,1,11," Skip|How Old Were You Autism: Adolescent|How Old Were You Autism: Child|How Old Were You Autism: Adult|How Old Were You Autism: Older Adult"
1384576,"Are you still seeing a doctor or health care provider for Other arthritis?","SkeletalMuscular_OtherArthritisCurrently","Personal Medical History",43529712,0,1,"43528757.1384452.1384576",1,1,7,"Other Arthritis Currently: No| Skip|Other Arthritis Currently: Yes"
1384583,"Digestive System Conditions: Liver Condition","DigestiveSystemConditions_LiverCondition","Family Medical History",43528698,20,1,"43528634.1384583.1384583",0,0,0,"Son Digestive Condition: Liver Condition|Grandparent Digestive Condition: Liver Condition|Sibling Digestive Condition: Liver Condition|Daughter Digestive Condition: Liver Condition|Father Digestive Condition: Liver Condition|Mother Digestive Condition: Liver Condition"
1384584,"Are you currently prescribed medications and/or receiving treatment for Other mental health or substance use condition?","MentalHealth_RxMedsOtherCondition","Personal Medical History",43529712,0,1,"1384495.1384549.1384584",1,1,11," Skip|Rx Meds for Other Mental Health Substance Use: Yes|Rx Meds for Other Mental Health Substance Use: No"
1384587,"Are you currently prescribed medications and/or receiving treatment for Chronic Lung Disease?","Respiratory_RxMedsforChronicLungDisease","Personal Medical History",43529712,0,1,"1384592.1384567.1384587",1,1,2,"Rx Meds for Chronic Lung Disease: Yes|Rx Meds for Chronic Lung Disease: No| Skip"
1384589,"Are you currently prescribed medications and/or receiving treatment for any other diagnosis?","Other_RxMedsforOtherDiagnosis","Personal Medical History",43529712,0,1,"1384430.1384631.1384589",1,1,12,"Rx Meds for Other Diagnosis: Yes| Skip|Rx Meds for Other Diagnosis: No"
1384592,"Has a doctor or health care provider ever told you that you have or had any of the following respiratory conditions? (select all that apply)","Respiratory_RespiratoryConditions","Personal Medical History",43529712,0,0,1384592,1,1,2,"Respiratory Conditions: Other Lung Condition|Respiratory Conditions: Chronic Lung|Respiratory Conditions: Asthma| Skip|Respiratory Conditions: Sleep Apnea|Respiratory Conditions: No Lung Condition"
1384593,"Are you still seeing a doctor or health care provider for Rheumatoid arthritis?","SkeletalMuscular_RheumatoidArthritisCurrently","Personal Medical History",43529712,0,1,"43528757.1384653.1384593",1,1,7,"Rheumatoid Arthritis Currently: Yes| Skip|Rheumatoid Arthritis Currently: No"
1384596,"Are you still seeing a doctor or health care provider for West Nile virus?","InfectiousDiseases_WestNileVirusCurrently","Personal Medical History",43529712,0,1,"1384662.1384408.1384596",1,1,9,"West Nile Virus Currently: Yes|West Nile Virus Currently: No| Skip"
1384597,"Are you still seeing a doctor or health care provider for Cerebral palsy?","NervousSystem_CerebralPalsyCurrently","Personal Medical History",43529712,0,1,"1384526.1384415.1384597",1,1,10,"Cerebral Palsy Currently: Yes|Cerebral Palsy Currently: No"
1384599,"Nervous System Condition: Neuropathy","NervousSystemCondition_Neuropathy","Family Medical History",43528698,20,1,"43529272.1384599.1384599",0,0,0,"Grandparent Nervous Condition: Neuropathy|Father Nervous Condition: Neuropathy|Mother Nervous Condition: Neuropathy|Daughter Nervous Condition: Neuropathy|Sibling Nervous Condition: Neuropathy|Son Nervous Condition: Neuropathy"
1384600,"Mental Health Condition: Alcohol Use","MentalHealthCondition_AlcoholUse","Family Medical History",43528698,20,1,"43529217.1384600.1384600",0,0,0,"Father Mental Condition: Alcohol Use|Daughter Mental Condition: Alcohol Use|Sibling Mental Condition: Alcohol Use|Grandparent Mental Condition: Alcohol Use|Son Mental Condition: Alcohol Use|Mother Mental Condition: Alcohol Use"
1384601,"Are you currently prescribed medications and/or receiving treatment for Drug use disorder?","MentalHealth_RxMedsforDrugUseDisorder","Personal Medical History",43529712,0,1,"1384495.1384413.1384601",1,1,11,"Rx Meds for Drug Use Disorder: Yes|Rx Meds for Drug Use Disorder: No| Skip"
1384602,"Are you currently prescribed medications and/or receiving treatment for West Nile virus?","InfectiousDiseases_RxMedsforWestNileVirus","Personal Medical History",43529712,0,1,"1384662.1384408.1384602",1,1,9," Skip|Rx Meds for West Nile Virus: No|Rx Meds for West Nile Virus: Yes"
1384603,"Digestive System Conditions: Acid Reflux","DigestiveSystemConditions_AcidReflux","Family Medical History",43528698,20,1,"43528634.1384603.1384603",0,0,0,"Mother Digestive Condition: Acid Reflux|Grandparent Digestive Condition: Acid Reflux|Father Digestive Condition: Acid Reflux|Daughter Digestive Condition: Acid Reflux|Sibling Digestive Condition: Acid Reflux|Son Digestive Condition: Acid Reflux"
1384604,"Digestive System Conditions: Ulcerative Colitis","DigestiveSystemConditions_UlcerativeColitis","Family Medical History",43528698,20,1,"43528634.1384604.1384604",0,0,0,"Son Digestive Condition: Ulcerative Colitis|Daughter Digestive Condition: Ulcerative Colitis|Sibling Digestive Condition: Ulcerative Colitis|Father Digestive Condition: Ulcerative Colitis|Grandparent Digestive Condition: Ulcerative Colitis|Mother Digestive Condition: Ulcerative Colitis"
1384605,"Are you still seeing a doctor or health care provider for Fibroids?","Other_FibroidsCurrently","Personal Medical History",43529712,0,1,"1384430.1384407.1384605",1,1,12,"Fibroids Currently: Yes| Skip|Fibroids Currently: No"
1384608,"Are you still seeing a doctor or health care provider for Chronic Lung Disease?","Respiratory_ChronicLungDiseaseCurrently","Personal Medical History",43529712,0,1,"1384592.1384567.1384608",1,1,2," Skip|Chronic Lung Disease Currently: Yes|Chronic Lung Disease Currently: No"
1384609,"Are you currently prescribed medications and/or receiving treatment for Celiac disease?","Digestive_RxMedsforCeliacDisease","Personal Medical History",43529712,0,1,"1384390.1384519.1384609",1,1,4,"Rx Meds for Celiac Disease: No| Skip|Rx Meds for Celiac Disease: Yes"
1384611,"About how old were you when you were first told you had Osteoarthritis?","SkeletalMuscular_HowOldWereYouOsteoarthritis","Personal Medical History",43529712,0,1,"43528757.1384547.1384611",1,1,7,"How Old Were You Osteoarthritis: Elderly|How Old Were You Osteoarthritis: Adult| Skip|How Old Were You Osteoarthritis: Adolescent|How Old Were You Osteoarthritis: Older Adult|How Old Were You Osteoarthritis: Child"
1384612,"Are you currently prescribed medications and/or receiving treatment for Other kidney condition?","Kidney_RxMedsforOtherKidneyCondition","Personal Medical History",43529712,0,1,"1384487.1384646.1384612",1,1,6," Skip|Rx Meds for Other Kidney Condition: Yes|Rx Meds for Other Kidney Condition: No"
1384616,"Nervous System Condition: Restless Leg Syndrome","NervousSystemCondition_RestlessLegSyndrome","Family Medical History",43528698,20,1,"43529272.1384616.1384616",0,0,0,"Daughter Nervous Condition: Restless Legs Syndrome|Mother Nervous Condition: Restless Leg Syndrome|Grandparent Nervous Condition: Restless Legs Syndrome|Son Nervous Condition: Restless Legs Syndrome|Sibling Nervous Condition: Restless Legs Syndrome|Father Nervous Condition: Restless Legs Syndrome"
1384617,"Are you still seeing a doctor or health care provider for Osteoarthritis?","SkeletalMuscular_OsteoarthritisCurrently","Personal Medical History",43529712,0,1,"43528757.1384547.1384617",1,1,7,"Osteoarthritis Currently: Yes|Osteoarthritis Currently: No| Skip"
1384618,"Other Conditions: PCOS","OtherConditions_PCOS","Family Medical History",43528698,20,1,"43529638.1384618.1384618",0,0,0,"Sibling Other Health Condition: Polycystic Ovarian Syndrome|Mother Other Health Condition: Polycystic Ovarian Syndrome|Grandparent Other Health Condition: Polycystic Ovarian Syndrome|Daughter Other Health Condition: Polycystic Ovarian Syndrome"
1384619,"About how old were you when you were first told you had Hepatitis A?","InfectiousDiseases_HowOldWereYouHepatitisA","Personal Medical History",43529712,0,1,"1384662.1384581.1384619",1,1,9,"How Old Were You Hepatitis A: Adolescent|How Old Were You Hepatitis A: Elderly|How Old Were You Hepatitis A: Older Adult|How Old Were You Hepatitis A: Adult|How Old Were You Hepatitis A: Child| Skip"
1384620,"About how old were you when you were first told you had Hepatitis B?","InfectiousDiseases_HowOldWereYouHepatitisB","Personal Medical History",43529712,0,1,"1384662.1384429.1384620",1,1,9,"How Old Were You Hepatitis B: Child|How Old Were You Hepatitis B: Adolescent|How Old Were You Hepatitis B: Older Adult|How Old Were You Hepatitis B: Adult| Skip"
1384621,"About how old were you when you were first told you had Reoccurring yeast infection?","InfectiousDiseases_HowOldWereYouYeastInfection","Personal Medical History",43529712,0,1,"1384662.1384520.1384621",1,1,9,"How Old Were You Yeast Infection: Elderly| Skip|How Old Were You Yeast Infection: Older Adult|How Old Were You Yeast Infection: Adolescent|How Old Were You Yeast Infection: Child|How Old Were You Yeast Infection: Adult"
1384624,"Are you currently prescribed medications and/or receiving treatment for Endometriosis?","Other_RxMedsforEndometriosis","Personal Medical History",43529712,0,1,"1384430.1385329.1384624",1,1,12,"Rx Meds for Endometriosis: Yes| Skip|Rx Meds for Endometriosis: No"
1384625,"About how old were you when you were first told you had Alcohol use disorder?","MentalHealth_HowOldWereYouAlcoholDisorder","Personal Medical History",43529712,0,1,"1384495.1384600.1384625",1,1,11,"How Old Were You Alcohol Disorder: Adolescent|How Old Were You Alcohol Disorder: Child|How Old Were You Alcohol Disorder: Older Adult|How Old Were You Alcohol Disorder: Elderly| Skip|How Old Were You Alcohol Disorder: Adult"
1384626,"Are you currently prescribed medications and/or receiving treatment for Pseudogout?","SkeletalMuscular_RxMedsforPseudogout","Personal Medical History",43529712,0,1,"43528757.1384422.1384626",1,1,7,"Rx Meds for Pseudogout: Yes|Rx Meds for Pseudogout: No| Skip"
1384627,"Are you currently prescribed medications and/or receiving treatment for Dengue fever?","InfectiousDiseases_RxMedsforDengueFever","Personal Medical History",43529712,0,1,"1384662.1384454.1384627",1,1,9,"Rx Meds for Dengue Fever: No|Rx Meds for Dengue Fever: Yes| Skip"
1384628,"Are you currently prescribed medications and/or receiving treatment for Lyme disease?","InfectiousDiseases_RxMedsforLymeDisease","Personal Medical History",43529712,0,1,"1384662.1384449.1384628",1,1,9,"Rx Meds for Lyme Disease: No|Rx Meds for Lyme Disease: Yes| Skip"
1384630,"Are you still seeing a doctor or health care provider for Autism spectrum disorder?","MentalHealth_AutismCurrently","Personal Medical History",43529712,0,1,"1384495.1384458.1384630",1,1,11," Skip|Autism Currently: Yes|Autism Currently: No"
1384633,"Are you still seeing a doctor or health care provider for Lou Gehrig’s Disease (Amyotrophic Lateral Sclerosis or ALS)?","NervousSystem_LouGehrigsDiseaseCurrently","Personal Medical History",43529712,0,1,"1384526.1384607.1384633",1,1,10,"Lou Gehrig's Disease: Yes|Lou Gehrig's Disease: No"
